Bank,Product,Province,SalesAmount,ClientAge,ClientIncome,SaleDate
RBC,Credit Product,Ontario,27048,28,44595,2025-02-16
RBC,Deposit Account,Nova Scotia,1783,40,142715,2020-12-11
Scotiabank,Credit Product,Quebec,14199,55,118043,2025-03-23
TD,Deposit Account,Nunavut,1077,54,138562,2022-03-23
Scotiabank,Credit Product,Ontario,18976,35,116519,2024-01-04
RBC,Credit Product,Saskatchewan,34248,29,92514,2020-03-04
RBC,Investment Product,Alberta,42788,60,68324,2022-07-14
Scotiabank,Deposit Account,New Brunswick,1740,27,41440,2024-01-11
TD,Deposit Account,Nova Scotia,504,36,148292,2021-01-11
RBC,Credit Product,Northwest Territories,41294,34,91436,2020-04-16
Scotiabank,Investment Product,Northwest Territories,43386,28,73241,2024-04-26
Scotiabank,Deposit Account,Nova Scotia,1304,40,51546,2023-03-05
TD,Deposit Account,Newfoundland and Labrador,573,27,65240,2021-05-25
TD,Investment Product,Prince Edward Island,23052,26,148537,2024-09-22
TD,Credit Product,Nunavut,18842,33,33110,2020-02-02
RBC,Investment Product,Ontario,83260,39,60874,2020-07-24
Scotiabank,Deposit Account,Ontario,2165,27,133710,2023-07-02
RBC,Investment Product,Newfoundland and Labrador,28206,48,32177,2020-11-23
TD,Credit Product,Saskatchewan,47256,40,115867,2020-01-11
TD,Credit Product,Alberta,37960,62,140667,2024-05-21
Scotiabank,Credit Product,Nunavut,13543,34,83291,2023-11-08
Scotiabank,Deposit Account,Newfoundland and Labrador,1686,56,111832,2020-06-01
RBC,Credit Product,Quebec,23996,61,64798,2020-07-20
TD,Investment Product,New Brunswick,42229,29,111580,2020-01-12
TD,Credit Product,Prince Edward Island,43399,43,36855,2025-12-29
TD,Investment Product,Prince Edward Island,59287,37,65928,2023-08-30
Scotiabank,Deposit Account,Alberta,652,51,37627,2022-04-27
TD,Deposit Account,Ontario,1556,35,50381,2020-05-14
TD,Credit Product,Newfoundland and Labrador,22587,45,147891,2024-08-04
TD,Investment Product,Nova Scotia,33828,30,42944,2022-06-12
RBC,Credit Product,Yukon,29709,39,137481,2022-07-18
Scotiabank,Investment Product,Yukon,56892,49,46010,2023-02-04
Scotiabank,Investment Product,Saskatchewan,75543,35,109189,2023-02-16
TD,Investment Product,Manitoba,97324,48,89985,2024-08-06
TD,Investment Product,Quebec,73778,62,94612,2022-11-19
TD,Deposit Account,Saskatchewan,938,37,90986,2020-09-16
TD,Credit Product,Ontario,17851,59,111950,2024-09-07
TD,Investment Product,British Columbia,79606,44,47068,2022-05-10
RBC,Investment Product,Quebec,58405,54,71240,2024-05-07
TD,Credit Product,Yukon,19012,52,47982,2023-05-26
Scotiabank,Credit Product,Manitoba,48264,64,132126,2023-05-11
RBC,Investment Product,Manitoba,44870,55,126536,2020-06-25
Scotiabank,Investment Product,Ontario,33427,36,135543,2021-08-04
TD,Investment Product,Prince Edward Island,81211,43,34033,2023-06-17
Scotiabank,Deposit Account,Prince Edward Island,1794,65,69762,2021-08-14
Scotiabank,Deposit Account,Newfoundland and Labrador,1214,49,137155,2023-02-27
RBC,Deposit Account,Ontario,1569,45,148321,2021-07-09
Scotiabank,Deposit Account,Nunavut,765,40,123725,2022-08-12
Scotiabank,Deposit Account,British Columbia,945,50,41767,2024-05-29
TD,Credit Product,Nova Scotia,25148,34,80914,2022-05-08
TD,Credit Product,Quebec,40016,39,116437,2020-01-11
Scotiabank,Deposit Account,Manitoba,1643,36,38407,2020-09-27
RBC,Credit Product,Yukon,45763,29,73900,2024-12-03
Scotiabank,Deposit Account,Northwest Territories,1518,29,58527,2025-06-06
Scotiabank,Deposit Account,Quebec,1784,47,57439,2023-10-06
Scotiabank,Investment Product,Ontario,80966,51,79314,2023-04-29
Scotiabank,Credit Product,Manitoba,27319,38,35225,2023-04-02
TD,Credit Product,New Brunswick,36165,52,43884,2021-11-08
TD,Investment Product,Prince Edward Island,61194,45,82529,2021-06-25
TD,Investment Product,Newfoundland and Labrador,61564,65,81829,2025-07-31
Scotiabank,Credit Product,Saskatchewan,23500,37,34863,2025-09-13
RBC,Deposit Account,Yukon,2112,51,99709,2021-11-11
RBC,Deposit Account,Northwest Territories,1289,65,129178,2025-01-11
RBC,Credit Product,Newfoundland and Labrador,40846,41,110930,2022-01-20
Scotiabank,Deposit Account,Nova Scotia,895,48,146427,2024-09-12
Scotiabank,Credit Product,Northwest Territories,18323,62,45808,2025-10-31
TD,Investment Product,Saskatchewan,80359,54,134659,2021-06-24
Scotiabank,Credit Product,Quebec,33286,26,62007,2021-03-18
TD,Credit Product,Prince Edward Island,32044,54,52811,2021-02-17
TD,Investment Product,Nunavut,23963,31,35515,2025-09-23
Scotiabank,Credit Product,Prince Edward Island,18264,47,77244,2025-07-18
RBC,Credit Product,Ontario,20226,25,51189,2022-01-20
RBC,Investment Product,Newfoundland and Labrador,73316,50,122783,2025-06-07
Scotiabank,Deposit Account,Nunavut,1145,41,79603,2025-11-24
TD,Investment Product,Saskatchewan,30689,60,100507,2021-02-04
Scotiabank,Deposit Account,New Brunswick,505,25,100699,2025-08-13
TD,Investment Product,New Brunswick,20593,52,139806,2020-08-08
Scotiabank,Investment Product,New Brunswick,52604,55,101711,2022-03-05
RBC,Deposit Account,Nunavut,2206,56,59289,2025-06-17
Scotiabank,Deposit Account,Nova Scotia,981,26,117050,2025-09-08
TD,Credit Product,Nova Scotia,25508,47,77321,2021-07-02
RBC,Credit Product,Alberta,12537,55,77971,2025-05-17
TD,Deposit Account,British Columbia,1984,33,41518,2024-08-28
RBC,Investment Product,Newfoundland and Labrador,62904,57,136686,2021-09-08
Scotiabank,Deposit Account,Yukon,753,53,65462,2024-05-11
RBC,Investment Product,Prince Edward Island,99535,26,116170,2022-03-04
Scotiabank,Credit Product,Northwest Territories,39568,31,33588,2025-02-27
TD,Deposit Account,British Columbia,1089,61,36988,2020-01-30
Scotiabank,Investment Product,Northwest Territories,83834,62,45154,2024-02-26
Scotiabank,Investment Product,British Columbia,76512,40,87406,2024-07-13
TD,Deposit Account,British Columbia,2018,53,35610,2023-09-11
TD,Investment Product,Nova Scotia,63648,59,109825,2024-08-17
Scotiabank,Deposit Account,Prince Edward Island,839,54,118839,2021-10-21
Scotiabank,Deposit Account,Newfoundland and Labrador,2160,49,120769,2024-02-22
Scotiabank,Investment Product,British Columbia,28649,63,59169,2021-08-13
RBC,Credit Product,Saskatchewan,49531,48,103671,2025-09-04
Scotiabank,Credit Product,Manitoba,32861,50,116953,2025-11-20
TD,Investment Product,Prince Edward Island,30263,62,115464,2021-10-08
TD,Investment Product,Prince Edward Island,35795,45,30783,2024-07-23
Scotiabank,Investment Product,Yukon,65623,62,97913,2021-01-06
Scotiabank,Credit Product,Northwest Territories,26024,50,105324,2023-09-30
Scotiabank,Credit Product,Newfoundland and Labrador,42168,55,128971,2025-06-25
TD,Investment Product,Saskatchewan,63776,48,109360,2022-06-03
TD,Investment Product,Quebec,29895,42,42919,2024-02-17
TD,Credit Product,Saskatchewan,34423,58,71710,2023-07-12
RBC,Credit Product,Newfoundland and Labrador,41523,39,92095,2021-03-13
TD,Investment Product,Manitoba,82413,41,63998,2022-09-29
TD,Deposit Account,Prince Edward Island,836,65,47136,2025-04-26
TD,Deposit Account,Newfoundland and Labrador,1456,60,31844,2024-02-16
RBC,Credit Product,Nunavut,12373,29,145690,2021-06-05
TD,Investment Product,Nova Scotia,24787,28,116043,2023-03-04
Scotiabank,Investment Product,Ontario,37240,65,63435,2020-10-16
Scotiabank,Investment Product,Manitoba,59553,44,124307,2020-12-28
RBC,Deposit Account,Ontario,717,40,114276,2022-04-30
RBC,Credit Product,British Columbia,14345,64,34391,2024-09-05
RBC,Deposit Account,Nunavut,1852,40,113731,2022-04-16
TD,Investment Product,Quebec,69019,53,101403,2022-11-28
Scotiabank,Investment Product,Alberta,33304,62,67323,2022-07-05
Scotiabank,Credit Product,Ontario,26708,48,82242,2020-06-23
RBC,Deposit Account,Quebec,2106,60,74243,2022-06-27
TD,Deposit Account,Saskatchewan,1212,26,37944,2025-10-27
TD,Deposit Account,Nova Scotia,1986,34,92305,2024-03-22
TD,Investment Product,Quebec,42363,46,133328,2024-02-11
Scotiabank,Credit Product,Nova Scotia,23914,27,112092,2022-11-29
Scotiabank,Credit Product,Saskatchewan,25237,63,95152,2020-04-27
Scotiabank,Credit Product,Manitoba,14984,38,42712,2024-05-28
TD,Investment Product,Saskatchewan,80295,32,75082,2022-02-17
RBC,Investment Product,Nova Scotia,79097,39,96365,2025-10-11
RBC,Credit Product,Manitoba,44781,26,123487,2024-04-18
TD,Deposit Account,Newfoundland and Labrador,2318,26,48610,2020-03-04
Scotiabank,Investment Product,Manitoba,80655,58,68372,2024-01-04
RBC,Credit Product,Nunavut,30398,25,88948,2021-04-25
TD,Investment Product,Newfoundland and Labrador,28602,60,142586,2023-07-04
TD,Deposit Account,Yukon,888,30,91871,2024-01-22
Scotiabank,Investment Product,Quebec,49394,45,81405,2021-03-25
Scotiabank,Investment Product,Newfoundland and Labrador,67997,42,140569,2022-02-11
RBC,Investment Product,Quebec,98315,53,88000,2025-12-19
TD,Investment Product,Ontario,78981,26,101713,2021-08-05
TD,Deposit Account,Newfoundland and Labrador,1154,28,76870,2020-05-29
Scotiabank,Credit Product,British Columbia,32298,49,90271,2024-10-02
TD,Investment Product,New Brunswick,38554,41,107284,2025-09-16
RBC,Investment Product,Northwest Territories,45870,50,121708,2023-08-22
RBC,Deposit Account,British Columbia,1007,50,86893,2024-08-23
TD,Credit Product,Nova Scotia,33003,40,90342,2020-07-17
RBC,Deposit Account,Northwest Territories,1339,48,34683,2025-10-31
Scotiabank,Credit Product,Quebec,32070,25,86050,2021-01-17
RBC,Credit Product,Prince Edward Island,10829,26,34144,2023-03-19
RBC,Investment Product,Northwest Territories,63254,26,93548,2020-12-21
RBC,Credit Product,Prince Edward Island,38520,25,90241,2021-01-18
RBC,Credit Product,Prince Edward Island,28346,41,67108,2020-03-20
Scotiabank,Credit Product,Ontario,30761,30,53013,2025-04-13
TD,Credit Product,British Columbia,14329,49,143449,2022-12-26
TD,Investment Product,Saskatchewan,88040,48,91712,2021-01-30
TD,Investment Product,Nunavut,73789,43,140149,2020-03-28
TD,Investment Product,Nunavut,42526,53,148662,2024-11-05
TD,Deposit Account,Nova Scotia,1935,57,141388,2021-06-20
Scotiabank,Deposit Account,British Columbia,2462,44,69534,2021-01-30
Scotiabank,Credit Product,Nova Scotia,11354,58,93337,2023-09-18
RBC,Investment Product,Prince Edward Island,70854,29,146792,2025-09-02
RBC,Credit Product,Alberta,36761,59,54078,2025-10-09
TD,Investment Product,Yukon,56859,65,109295,2023-03-16
RBC,Deposit Account,Prince Edward Island,1948,36,73621,2024-12-22
TD,Credit Product,Nunavut,29047,49,86258,2020-03-23
RBC,Credit Product,Alberta,40754,30,37304,2024-02-15
RBC,Investment Product,Nunavut,95251,46,127643,2023-07-10
TD,Deposit Account,Prince Edward Island,710,25,110833,2020-07-12
Scotiabank,Deposit Account,Nova Scotia,1508,55,64011,2020-08-28
TD,Deposit Account,Alberta,1863,37,94299,2023-10-12
Scotiabank,Credit Product,Nova Scotia,22576,40,134923,2022-09-18
Scotiabank,Credit Product,Saskatchewan,16886,64,61421,2025-05-01
Scotiabank,Credit Product,Northwest Territories,30462,32,34957,2024-08-14
Scotiabank,Deposit Account,Prince Edward Island,2182,43,103105,2021-01-09
Scotiabank,Deposit Account,Ontario,2267,26,96814,2022-01-17
TD,Credit Product,Manitoba,31573,35,39615,2021-02-07
Scotiabank,Investment Product,Saskatchewan,81612,63,31823,2023-09-24
RBC,Deposit Account,Prince Edward Island,934,47,43870,2020-05-18
TD,Investment Product,New Brunswick,41173,62,100003,2025-12-11
TD,Deposit Account,Alberta,897,53,105477,2022-07-18
Scotiabank,Credit Product,Yukon,22095,48,113636,2025-02-04
Scotiabank,Investment Product,Nova Scotia,40529,36,91879,2023-04-28
RBC,Deposit Account,Alberta,1025,46,148770,2022-06-24
TD,Credit Product,New Brunswick,47618,59,66687,2024-10-23
Scotiabank,Deposit Account,Saskatchewan,2335,56,79009,2022-04-11
RBC,Credit Product,Manitoba,40427,26,106719,2024-12-09
RBC,Investment Product,Quebec,44214,38,65868,2023-01-03
RBC,Deposit Account,Prince Edward Island,605,26,112242,2022-06-21
TD,Deposit Account,Prince Edward Island,528,58,82547,2023-03-24
Scotiabank,Investment Product,Saskatchewan,51305,39,149415,2021-06-13
TD,Credit Product,Prince Edward Island,46784,62,70517,2022-12-30
Scotiabank,Investment Product,New Brunswick,26129,61,83019,2023-12-26
TD,Credit Product,Northwest Territories,42052,54,87550,2022-04-21
Scotiabank,Credit Product,Yukon,42663,64,92992,2021-09-26
Scotiabank,Investment Product,Northwest Territories,64067,32,86565,2024-10-01
RBC,Investment Product,Newfoundland and Labrador,99213,29,110832,2021-11-18
Scotiabank,Investment Product,Quebec,71459,52,88751,2024-10-03
TD,Investment Product,Prince Edward Island,62569,42,114386,2024-03-01
Scotiabank,Investment Product,Quebec,42298,41,43073,2021-12-26
TD,Investment Product,Quebec,20064,35,99430,2025-09-17
Scotiabank,Deposit Account,Alberta,765,26,66066,2024-07-08
TD,Deposit Account,British Columbia,1007,37,122128,2024-06-12
RBC,Credit Product,British Columbia,43309,47,88564,2025-10-15
RBC,Deposit Account,Saskatchewan,969,41,60202,2021-04-15
Scotiabank,Investment Product,Manitoba,61437,52,113810,2024-11-08
TD,Credit Product,Saskatchewan,26583,52,73189,2025-01-23
RBC,Credit Product,Saskatchewan,10613,25,76337,2020-06-29
TD,Deposit Account,New Brunswick,2276,46,65221,2021-10-27
Scotiabank,Deposit Account,Yukon,1856,25,109372,2021-07-29
Scotiabank,Credit Product,Nova Scotia,28777,33,64276,2024-10-13
TD,Credit Product,Nunavut,29358,63,137905,2021-08-07
RBC,Credit Product,Nunavut,17918,63,55474,2024-12-30
TD,Credit Product,Saskatchewan,21287,25,101201,2020-07-13
RBC,Credit Product,Saskatchewan,35595,39,74776,2022-02-17
TD,Credit Product,Newfoundland and Labrador,30846,55,142358,2021-05-28
TD,Investment Product,Northwest Territories,42830,35,36673,2022-02-12
Scotiabank,Investment Product,Yukon,38339,42,98572,2021-07-06
Scotiabank,Investment Product,Saskatchewan,21397,52,71464,2020-11-29
TD,Deposit Account,Quebec,559,62,46046,2022-06-08
Scotiabank,Investment Product,Quebec,45834,61,37803,2020-03-18
RBC,Deposit Account,Northwest Territories,2134,29,100233,2025-06-11
RBC,Investment Product,Alberta,23935,35,124690,2022-10-08
RBC,Deposit Account,New Brunswick,2289,64,52798,2021-10-18
TD,Credit Product,Saskatchewan,22670,39,81655,2021-04-06
Scotiabank,Credit Product,Alberta,27204,44,102856,2024-03-04
TD,Deposit Account,Prince Edward Island,2043,37,61416,2021-02-27
TD,Investment Product,Quebec,95806,42,77338,2022-11-21
TD,Investment Product,Alberta,27640,63,41184,2021-05-03
TD,Credit Product,New Brunswick,10904,54,45868,2022-11-21
Scotiabank,Deposit Account,Quebec,2136,43,54757,2023-04-12
Scotiabank,Deposit Account,Manitoba,945,44,71491,2023-06-05
RBC,Deposit Account,Manitoba,2401,53,34343,2025-05-25
TD,Investment Product,Yukon,96461,45,91728,2024-12-12
TD,Deposit Account,Saskatchewan,734,63,105741,2023-04-14
Scotiabank,Credit Product,Nova Scotia,24899,52,33621,2024-01-05
Scotiabank,Credit Product,British Columbia,22657,61,125007,2022-11-10
TD,Credit Product,New Brunswick,14981,29,84155,2024-10-12
RBC,Deposit Account,New Brunswick,1382,32,143343,2023-04-10
RBC,Investment Product,Alberta,36269,47,130337,2025-11-12
Scotiabank,Investment Product,Manitoba,23512,26,49051,2020-06-27
Scotiabank,Credit Product,Nova Scotia,10132,38,103888,2023-07-21
TD,Credit Product,New Brunswick,49379,49,146306,2024-12-30
RBC,Deposit Account,Yukon,1437,45,61069,2024-10-25
TD,Credit Product,Yukon,25111,38,89876,2024-04-06
TD,Investment Product,Northwest Territories,75525,41,80678,2024-02-17
TD,Deposit Account,Manitoba,964,28,93172,2025-01-02
RBC,Deposit Account,Saskatchewan,1702,50,54138,2025-05-20
RBC,Deposit Account,Ontario,915,38,114015,2022-12-06
TD,Deposit Account,Manitoba,2133,65,44275,2022-12-20
TD,Investment Product,Ontario,84582,42,146944,2025-09-08
RBC,Investment Product,New Brunswick,85918,55,63793,2023-06-09
Scotiabank,Investment Product,Nova Scotia,53216,30,43750,2023-08-28
TD,Deposit Account,Manitoba,1553,65,100522,2025-08-30
RBC,Credit Product,Quebec,14070,27,87132,2023-10-29
TD,Credit Product,Alberta,24528,45,78041,2022-11-03
RBC,Credit Product,British Columbia,23117,41,101228,2024-08-29
RBC,Investment Product,Nunavut,71544,64,128856,2025-01-16
RBC,Credit Product,Saskatchewan,38978,34,137706,2024-03-26
TD,Credit Product,Prince Edward Island,46387,58,103350,2024-06-14
Scotiabank,Deposit Account,Alberta,938,27,146926,2020-05-15
Scotiabank,Deposit Account,Quebec,552,64,37976,2024-12-23
TD,Deposit Account,New Brunswick,1674,29,62194,2021-05-18
TD,Investment Product,Saskatchewan,84774,50,95905,2020-02-25
Scotiabank,Credit Product,New Brunswick,46182,30,141682,2020-05-08
RBC,Investment Product,Alberta,80082,31,105367,2022-12-31
Scotiabank,Investment Product,Prince Edward Island,92720,60,95568,2021-03-04
Scotiabank,Deposit Account,Nunavut,1626,57,33005,2022-05-20
Scotiabank,Investment Product,New Brunswick,50846,26,32002,2025-02-10
Scotiabank,Investment Product,Quebec,96513,38,147202,2024-06-11
Scotiabank,Investment Product,Nova Scotia,88269,51,91426,2022-09-13
TD,Deposit Account,Ontario,2365,29,114373,2025-08-04
TD,Credit Product,Northwest Territories,34653,38,108867,2022-05-02
RBC,Credit Product,Alberta,33180,36,125286,2024-12-08
RBC,Deposit Account,Alberta,858,52,53250,2020-10-05
RBC,Credit Product,Manitoba,19699,57,80668,2024-02-22
RBC,Investment Product,British Columbia,95224,30,70494,2024-12-17
TD,Investment Product,Ontario,82294,36,149738,2025-07-17
RBC,Investment Product,Northwest Territories,25432,41,97518,2025-12-28
RBC,Investment Product,Newfoundland and Labrador,41033,44,93947,2022-02-14
RBC,Credit Product,Prince Edward Island,12758,34,79232,2022-05-22
TD,Deposit Account,Quebec,2331,59,114522,2022-01-10
TD,Credit Product,Prince Edward Island,21718,36,34316,2023-01-06
RBC,Credit Product,Northwest Territories,32943,62,87136,2023-06-01
Scotiabank,Investment Product,Newfoundland and Labrador,64722,48,114675,2022-02-01
TD,Investment Product,Prince Edward Island,74398,38,56786,2020-02-15
RBC,Deposit Account,Newfoundland and Labrador,1360,57,45788,2023-11-25
RBC,Deposit Account,Saskatchewan,1022,34,36164,2021-05-03
RBC,Deposit Account,Alberta,1290,40,84632,2024-06-08
RBC,Investment Product,Prince Edward Island,30705,46,33853,2025-12-21
TD,Investment Product,Quebec,95024,59,61566,2020-07-25
Scotiabank,Deposit Account,Northwest Territories,2077,42,31668,2021-01-03
Scotiabank,Credit Product,Quebec,26168,27,141523,2024-12-19
Scotiabank,Credit Product,Saskatchewan,47070,53,37440,2023-01-06
Scotiabank,Credit Product,Quebec,32483,29,113418,2021-07-30
TD,Credit Product,British Columbia,17552,40,122125,2025-05-02
RBC,Investment Product,Newfoundland and Labrador,39338,57,94715,2023-12-30
Scotiabank,Investment Product,British Columbia,56460,57,135442,2021-03-09
Scotiabank,Investment Product,Newfoundland and Labrador,96738,33,47033,2020-08-22
RBC,Investment Product,Northwest Territories,29469,59,124685,2025-01-07
TD,Investment Product,New Brunswick,68746,39,57671,2023-10-07
RBC,Deposit Account,New Brunswick,957,39,148841,2022-07-21
TD,Credit Product,Nova Scotia,19452,56,63538,2022-05-10
TD,Investment Product,Northwest Territories,27925,54,64374,2021-12-05
Scotiabank,Credit Product,New Brunswick,40515,57,144034,2024-02-22
RBC,Credit Product,Prince Edward Island,49349,60,30737,2020-09-05
RBC,Deposit Account,Nova Scotia,2406,57,124962,2022-02-11
TD,Investment Product,Alberta,22026,62,34043,2025-06-18
RBC,Deposit Account,Alberta,2358,59,70530,2023-02-17
RBC,Deposit Account,Saskatchewan,1227,41,109156,2020-05-20
RBC,Deposit Account,Northwest Territories,658,40,36585,2023-12-09
Scotiabank,Deposit Account,Quebec,799,46,43933,2020-08-29
TD,Credit Product,Ontario,27222,57,103549,2021-11-08
RBC,Investment Product,Northwest Territories,72755,39,115902,2022-04-17
Scotiabank,Deposit Account,Prince Edward Island,586,47,82716,2021-09-28
TD,Investment Product,Newfoundland and Labrador,38334,56,148057,2025-09-11
Scotiabank,Deposit Account,Newfoundland and Labrador,2264,50,91691,2021-08-11
Scotiabank,Investment Product,Ontario,92434,25,83574,2023-09-04
RBC,Investment Product,Newfoundland and Labrador,52280,60,118607,2024-03-31
TD,Deposit Account,Ontario,2342,27,101664,2020-05-28
RBC,Deposit Account,Prince Edward Island,2170,53,82090,2023-05-07
TD,Deposit Account,Ontario,1598,31,132851,2022-05-02
RBC,Investment Product,Prince Edward Island,32171,44,117005,2024-11-09
TD,Investment Product,Yukon,71744,28,52720,2023-03-26
Scotiabank,Deposit Account,Ontario,1015,28,103856,2021-09-10
Scotiabank,Deposit Account,Saskatchewan,2493,58,67110,2020-06-29
Scotiabank,Credit Product,Yukon,20749,45,34103,2023-06-23
TD,Credit Product,Manitoba,19193,41,139841,2023-04-27
TD,Credit Product,New Brunswick,20908,58,104165,2021-11-08
TD,Investment Product,Northwest Territories,73172,58,147723,2021-02-10
TD,Investment Product,Ontario,38439,35,46379,2022-11-26
TD,Deposit Account,Nunavut,1764,35,145161,2020-05-27
TD,Credit Product,Alberta,27377,25,45023,2025-11-29
Scotiabank,Deposit Account,Yukon,633,56,94649,2023-07-23
Scotiabank,Deposit Account,Manitoba,1494,55,109042,2021-07-17
RBC,Investment Product,Quebec,61506,39,143206,2024-02-03
RBC,Investment Product,British Columbia,25872,32,136065,2024-06-05
Scotiabank,Credit Product,Saskatchewan,29950,55,41861,2021-08-27
Scotiabank,Credit Product,Newfoundland and Labrador,22603,41,125580,2020-04-18
TD,Deposit Account,Nunavut,1838,30,93261,2022-02-26
RBC,Deposit Account,Ontario,1340,53,68642,2023-11-20
Scotiabank,Deposit Account,Nunavut,1000,25,149696,2020-10-19
TD,Deposit Account,New Brunswick,1788,39,39235,2020-03-13
RBC,Investment Product,New Brunswick,94983,25,103405,2023-01-30
RBC,Investment Product,Saskatchewan,38481,25,48013,2020-11-02
Scotiabank,Deposit Account,British Columbia,1423,37,95888,2020-07-24
TD,Investment Product,Newfoundland and Labrador,92736,47,99277,2024-03-02
RBC,Credit Product,Yukon,22396,49,40341,2025-07-06
TD,Deposit Account,Manitoba,1954,38,109214,2020-07-06
Scotiabank,Deposit Account,Newfoundland and Labrador,651,36,30802,2022-02-26
RBC,Investment Product,Ontario,90360,26,40718,2023-09-15
Scotiabank,Credit Product,Northwest Territories,37327,58,32177,2020-03-21
TD,Deposit Account,Nova Scotia,826,54,78376,2022-10-15
Scotiabank,Investment Product,Saskatchewan,61413,33,146650,2021-07-20
TD,Investment Product,British Columbia,35627,58,87265,2022-12-13
RBC,Investment Product,Quebec,67434,55,64063,2025-03-27
RBC,Deposit Account,British Columbia,1072,31,104177,2023-06-08
RBC,Credit Product,Quebec,10169,48,41154,2025-04-05
Scotiabank,Deposit Account,Nova Scotia,2388,48,125016,2021-02-08
Scotiabank,Investment Product,Nunavut,86841,29,52909,2025-06-26
TD,Investment Product,Quebec,89462,47,67471,2020-12-22
TD,Investment Product,British Columbia,78813,55,124932,2024-04-08
Scotiabank,Deposit Account,Alberta,2289,58,128568,2022-05-07
RBC,Investment Product,British Columbia,75295,59,82523,2020-10-28
RBC,Credit Product,Nunavut,37928,62,66547,2025-08-18
RBC,Investment Product,New Brunswick,86933,48,71933,2024-04-22
Scotiabank,Investment Product,Saskatchewan,20587,52,116967,2022-11-19
TD,Credit Product,Ontario,20290,65,138435,2021-11-07
TD,Deposit Account,Nunavut,2343,33,42365,2020-08-31
TD,Investment Product,Nunavut,97221,25,119043,2024-07-01
Scotiabank,Credit Product,Northwest Territories,41715,47,74688,2022-09-25
Scotiabank,Credit Product,Alberta,19894,28,115421,2020-03-21
Scotiabank,Deposit Account,Saskatchewan,962,37,52006,2020-03-06
TD,Credit Product,Nova Scotia,33344,54,30612,2025-10-31
Scotiabank,Credit Product,Prince Edward Island,18921,55,81275,2021-06-07
RBC,Credit Product,Prince Edward Island,12994,63,131373,2021-10-28
RBC,Deposit Account,Manitoba,575,59,60267,2021-06-29
Scotiabank,Deposit Account,Prince Edward Island,1040,50,114074,2021-01-24
RBC,Deposit Account,Prince Edward Island,1080,61,70896,2021-02-07
Scotiabank,Credit Product,Nova Scotia,15070,47,98243,2022-11-02
TD,Deposit Account,Nova Scotia,2322,48,71806,2021-08-19
RBC,Investment Product,British Columbia,44992,30,78435,2024-10-19
TD,Deposit Account,Yukon,871,29,43769,2023-05-28
Scotiabank,Credit Product,New Brunswick,13987,62,133684,2021-03-01
RBC,Credit Product,Newfoundland and Labrador,30726,60,41457,2024-10-29
TD,Investment Product,Newfoundland and Labrador,26846,45,91497,2023-10-08
TD,Deposit Account,Alberta,1883,33,92584,2021-10-12
TD,Credit Product,Ontario,15561,38,117683,2021-06-17
TD,Investment Product,Nova Scotia,77254,27,76564,2020-03-17
Scotiabank,Investment Product,Alberta,40071,42,115580,2020-05-02
TD,Credit Product,Nova Scotia,15978,65,86322,2022-07-03
RBC,Credit Product,Saskatchewan,11505,37,113365,2025-03-06
Scotiabank,Credit Product,Alberta,46732,65,117813,2024-03-30
TD,Deposit Account,Nunavut,1346,50,78544,2022-08-03
RBC,Credit Product,Northwest Territories,10036,42,83661,2025-07-16
TD,Deposit Account,Alberta,2124,65,69512,2022-01-15
RBC,Deposit Account,Prince Edward Island,2350,32,71155,2022-08-21
TD,Deposit Account,Northwest Territories,1172,39,149160,2025-11-12
Scotiabank,Investment Product,Ontario,55020,51,58225,2022-12-18
TD,Credit Product,Prince Edward Island,38709,52,70149,2025-07-21
Scotiabank,Credit Product,Nunavut,23985,61,145966,2021-05-15
TD,Deposit Account,Newfoundland and Labrador,1929,25,112817,2021-04-30
RBC,Credit Product,Saskatchewan,43920,64,136008,2025-03-07
RBC,Credit Product,Newfoundland and Labrador,12225,25,149808,2021-04-03
TD,Credit Product,Newfoundland and Labrador,16037,51,66471,2023-06-05
TD,Investment Product,Nunavut,29882,51,137685,2020-08-23
RBC,Investment Product,Ontario,85992,51,81875,2025-10-19
TD,Investment Product,Nunavut,49003,46,134963,2022-10-06
TD,Deposit Account,New Brunswick,1627,59,105759,2020-08-23
Scotiabank,Credit Product,Nunavut,29039,45,50116,2022-04-03
Scotiabank,Deposit Account,Newfoundland and Labrador,1316,49,146255,2022-01-24
RBC,Credit Product,Nunavut,24688,52,79570,2021-05-15
Scotiabank,Credit Product,British Columbia,33567,38,45945,2025-01-14
RBC,Credit Product,Northwest Territories,16893,59,37244,2022-03-12
RBC,Deposit Account,New Brunswick,2414,49,104822,2021-06-17
Scotiabank,Deposit Account,Prince Edward Island,739,51,47672,2020-01-27
TD,Deposit Account,Ontario,731,47,126445,2020-05-06
Scotiabank,Deposit Account,Northwest Territories,687,61,92083,2025-04-26
RBC,Credit Product,Northwest Territories,27445,58,102196,2020-06-23
Scotiabank,Investment Product,Alberta,93431,31,102377,2021-06-29
RBC,Investment Product,British Columbia,69503,27,117987,2022-06-13
Scotiabank,Investment Product,Yukon,31402,63,75919,2023-10-21
Scotiabank,Investment Product,Nunavut,34320,34,110756,2020-01-02
TD,Credit Product,Prince Edward Island,33967,44,37641,2024-10-26
TD,Credit Product,Northwest Territories,39106,35,65465,2023-01-26
Scotiabank,Credit Product,Saskatchewan,48979,55,60366,2020-10-25
